data_ref;cod_prestador;nome_prestador;nome_municipio_principal_prestador;uf_prestador;macro_regional_prestador;micro_regional_prestador;nome_municipio_principal_benef;uf_beneficiario;macro_regional_benef;micro_regional_benef;tipo_consulta;qtde_consultas;valor_consultas
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;FLORESTAL;MG;CENTRO;BETIM;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;FORMIGA;MG;OESTE;FORMIGA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;GUANHAES;MG;CENTRO;GUANHAES;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;IBIRITE;MG;CENTRO;BETIM;URGENCIA;75;7101,6
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;IGARAPE;MG;CENTRO;BETIM;URGENCIA;40;3780,8
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;ITABIRITO;MG;CENTRO;OURO PRETO;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;ITAUNA;MG;OESTE;ITAUNA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;JOAO MONLEVADE;MG;CENTRO;JOAO MONLEVADE;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;JOAO PINHEIRO;MG;NOROESTE;JOAO PINHEIRO;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;JUATUBA;MG;CENTRO;BETIM;URGENCIA;26;2466,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;LAGOA SANTA;MG;CENTRO;PEDRO LEOPOLDO;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;LAVRAS;MG;SUL;LAVRAS;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;MARIANA;MG;CENTRO;OURO PRETO;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;MARIO CAMPOS;MG;CENTRO;BETIM;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;MATEUS LEME;MG;CENTRO;BETIM;URGENCIA;24;2265,6
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;MUTUM;MG;LESTE DO SUL;LAJINHA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;NOVA LIMA;MG;CENTRO;BELO HORIZONTE;URGENCIA;3;284,64
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;NOVA SERRANA;MG;OESTE;DIVINOPOLIS;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;OLIVEIRA;MG;OESTE;OLIVEIRA;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;OURO BRANCO;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;OURO PRETO;MG;CENTRO;OURO PRETO;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;PADRE PARAISO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;PASSA TEMPO;MG;OESTE;OLIVEIRA;URGENCIA;3;284,64
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;PATOS DE MINAS;MG;NOROESTE;PATOS DE MINAS;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;PEQUI;MG;CENTRO;SETE LAGOAS;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;PIEDADE DOS GERAIS;MG;CENTRO;BETIM;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;PITANGUI;MG;OESTE;PARA DE MINAS;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;POMPEU;MG;CENTRO;ABAETE;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;PONTE NOVA;MG;LESTE DO SUL;PONTE NOVA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;RIBEIRAO DAS NEVES;MG;CENTRO;RIBEIRAO DAS NEVES;URGENCIA;47;4456,48
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;RIO DOCE;MG;LESTE DO SUL;PONTE NOVA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;RIO MANSO;MG;CENTRO;BETIM;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;SABARA;MG;CENTRO;CAETE;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;SANTA BARBARA;MG;CENTRO;ITABIRA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;SANTA LUZIA;MG;CENTRO;SANTA LUZIA;URGENCIA;5;474,4
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;SANTO ANTONIO DO JACINTO;MG;NORDESTE;ALMENARA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;SAO JOAQUIM DE BICAS;MG;CENTRO;BETIM;URGENCIA;37;3507,68
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;SARZEDO;MG;CENTRO;BETIM;URGENCIA;18;1707,84
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;SETE LAGOAS;MG;CENTRO;SETE LAGOAS;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;TARUMIRIM;MG;LESTE;CARATINGA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;TIMOTEO;MG;LESTE;CORONEL FABRICIANO;URGENCIA;2;189,76
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;TRES CORACOES;MG;SUL;TRES CORACOES;URGENCIA;4;379,52
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;1;94,88
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;;;;;URGENCIA;3;284,64
2023_02;4105213;HOSPITAL MATER DEI S.A;BETIM;MG;CENTRO;BETIM;;MG;;;URGENCIA;1;94,88
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;BOCAIUVA;MG;NORTE;BOCAIUVA;URGENCIA;4;201,6
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;BRASILIA DE MINAS;MG;NORTE;BRASILIA DE MINAS;URGENCIA;2;100,8
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;CAPITAO ENEAS;MG;NORTE;MONTES CLAROS;URGENCIA;2;100,8
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;CORACAO DE JESUS;MG;NORTE;CORACAO DE JESUS;URGENCIA;7;352,8
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;FRANCISCO SA;MG;NORTE;MONTES CLAROS;URGENCIA;1;50,4
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;GLAUCILANDIA;MG;NORTE;MONTES CLAROS;URGENCIA;1;50,4
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;ICARAI DE MINAS;MG;NORTE;BRASILIA DE MINAS;URGENCIA;1;50,4
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;JAPONVAR;MG;NORTE;JANUARIA;URGENCIA;1;50,4
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;JURAMENTO;MG;NORTE;MONTES CLAROS;URGENCIA;1;50,4
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;193;9727,2
2023_02;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;PATIS;MG;NORTE;BRASILIA DE MINAS;URGENCIA;1;50,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;ARGIRITA;MG;SUDESTE;CATAGUASES;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;BICAS;MG;SUDESTE;JUIZ DE FORA;URGENCIA;2;128,8
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;CHACARA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;CIPOTANEA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;URGENCIA;2;128,8
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;CORONEL PACHECO;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;DIVINESIA;MG;SUDESTE;UBA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;EWBANK DA CAMARA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;3;193,2
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;GOIANA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;GUARARA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;220;14168,0
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;LIBERDADE;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;LIMA DUARTE;MG;SUDESTE;JUIZ DE FORA;URGENCIA;4;257,6
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;MANHUACU;MG;LESTE DO SUL;MANHUACU;URGENCIA;3;193,2
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;MAR DE ESPANHA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;MATIAS BARBOSA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;OLARIA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;RIO POMBA;MG;SUDESTE;UBA;URGENCIA;2;128,8
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;RIO PRETO;MG;SUDESTE;JUIZ DE FORA;URGENCIA;2;128,8
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;SANTA RITA DE JACUTINGA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;3;193,2
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;SANTANA DO DESERTO;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;SANTANA DOS MONTES;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;URGENCIA;2;128,8
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;SANTOS DUMONT;MG;SUDESTE;JUIZ DE FORA;URGENCIA;2;128,8
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;SAO JOAO NEPOMUCENO;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;SAO VICENTE DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;UBA;MG;SUDESTE;UBA;URGENCIA;2;128,8
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;;BA;;;URGENCIA;1;64,4
2023_02;4129922;INSTITUTO BRASILEIRO DE GESTAO DA SAUDE;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;;MG;;;URGENCIA;1;64,4
2023_03;48008;HOSPITAL NOSSA SENHORA DA SAUDE;DOM SILVERIO;MG;LESTE DO SUL;PONTE NOVA;ALVINOPOLIS;MG;LESTE DO SUL;PONTE NOVA;URGENCIA;1;50,4
2023_03;48008;HOSPITAL NOSSA SENHORA DA SAUDE;DOM SILVERIO;MG;LESTE DO SUL;PONTE NOVA;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;50,4
2023_03;48008;HOSPITAL NOSSA SENHORA DA SAUDE;DOM SILVERIO;MG;LESTE DO SUL;PONTE NOVA;CONTAGEM;MG;CENTRO;CONTAGEM;URGENCIA;1;50,4
2023_03;48008;HOSPITAL NOSSA SENHORA DA SAUDE;DOM SILVERIO;MG;LESTE DO SUL;PONTE NOVA;DOM SILVERIO;MG;LESTE DO SUL;PONTE NOVA;URGENCIA;37;1864,8
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;ALFENAS;MG;SUL;ALFENAS;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;BARBACENA;MG;CENTRO SUL;BARBACENA;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;BARROSO;MG;CENTRO SUL;BARBACENA;URGENCIA;2;100,8
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;2;100,8
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;CONCEICAO DA BARRA DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;2;100,8
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;CONSELHEIRO LAFAIETE;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;URGENCIA;2;100,8
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;CORONEL XAVIER CHAVES;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;2;100,8
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;ITUTINGA;MG;SUL;LAVRAS;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;JEQUERI;MG;LESTE DO SUL;PONTE NOVA;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;LAGOA DOURADA;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;LUMINARIAS;MG;SUL;LAVRAS;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;MADRE DE DEUS DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;6;302,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;PIUMHI;MG;SUL;PIUMHI;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;PRADOS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;RITAPOLIS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;6;302,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;ROSARIO DA LIMEIRA;MG;SUDESTE;MURIAE;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;SABARA;MG;CENTRO;CAETE;URGENCIA;1;50,4
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;SANTA CRUZ DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;4;201,6
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;165;8313,6
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;TIRADENTES;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;2;100,8
2023_03;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;VERMELHO NOVO;MG;LESTE;CARATINGA;URGENCIA;1;50,4
2023_03;48036;INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;50,4
2023_03;48036;INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;FORMIGA;MG;OESTE;FORMIGA;URGENCIA;2;100,8
2023_03;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;AIMORES;MG;LESTE;RESPLENDOR;URGENCIA;2;98,4
2023_03;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;BETIM;MG;CENTRO;BETIM;URGENCIA;1;50,4
2023_03;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;CONSELHEIRO PENA;MG;LESTE;GOVERNADOR VALADARES;URGENCIA;1;50,4
2023_03;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;ITUETA;MG;LESTE;RESPLENDOR;URGENCIA;6;302,4
2023_03;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;RESPLENDOR;MG;LESTE;RESPLENDOR;URGENCIA;29;1456,8
2023_03;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;SANTA RITA DO ITUETO;MG;LESTE;RESPLENDOR;URGENCIA;3;151,2
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;ARINOS;MG;NOROESTE;ARINOS;URGENCIA;2;100,8
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;BETIM;MG;CENTRO;BETIM;URGENCIA;2;100,8
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;BONFINOPOLIS DE MINAS;MG;NOROESTE;UNAI;URGENCIA;1;50,4
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;CABECEIRA GRANDE;MG;NOROESTE;UNAI;URGENCIA;3;151,2
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;CHAPADA GAUCHA;MG;NOROESTE;ARINOS;URGENCIA;2;100,8
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;JOAO PINHEIRO;MG;NOROESTE;JOAO PINHEIRO;URGENCIA;2;100,8
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;NATALANDIA;MG;NOROESTE;UNAI;URGENCIA;4;201,6
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;PARACATU;MG;NOROESTE;PARACATU;URGENCIA;3;151,2
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;URGENCIA;1;50,4
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;PIRAPORA;MG;NORTE;PIRAPORA;URGENCIA;3;151,2
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;RIACHINHO;MG;NOROESTE;ARINOS;URGENCIA;1;50,4
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;SAO ROMAO;MG;NORTE;SAO FRANCISCO;URGENCIA;1;50,4
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;3;151,2
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;UNAI;MG;NOROESTE;UNAI;URGENCIA;244;12297,6
2023_03;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;URUANA DE MINAS;MG;NOROESTE;UNAI;URGENCIA;5;252,0
2023_03;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;ALEM PARAIBA;MG;SUDESTE;CATAGUASES;URGENCIA;2;128,8
2023_03;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;ARGIRITA;MG;SUDESTE;CATAGUASES;URGENCIA;1;64,4
2023_03;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;EWBANK DA CAMARA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
